step,phase,cycle,excav_xmin,excav_xmax,ratio_target,ratio_avg,converged,plastic_thick_max_m,plastic_nzone,contour_ngp,crown_gp_id,crown_x,crown_y,crown_z,crown_ux,crown_uy,crown_uz,wallL_gp_id,wallL_x,wallL_y,wallL_z,wallL_ux,wallL_uy,wallL_uz,wallR_gp_id,wallR_x,wallR_y,wallR_z,wallR_ux,wallR_uy,wallR_uz,n_lined
88,conv_1e-5,2000,2932.99,2934.01,1e-05,3.62424e-06,1,4.50694,885,138,128220,2896,4800,220,-0.0701161,-9.43508e-05,-0.164185,69034,2896,4797,217,-0.0554387,0.135165,-0.0109284,121554,2896,4803,217,-0.0554708,-0.149119,-0.0112396,0
89,conv_1e-5,2000,2933.99,2935.01,1e-05,3.86072e-06,1,4.50694,886,138,128220,2896,4800,220,-0.0699911,-0.00010205,-0.16417,69034,2896,4797,217,-0.0553122,0.135155,-0.010912,121554,2896,4803,217,-0.0553333,-0.149126,-0.0112271,0
90,conv_1e-5,2000,2934.99,2936.01,1e-05,3.99071e-06,1,4.50694,887,138,128220,2896,4800,220,-0.0698648,-0.000109635,-0.164156,69034,2896,4797,217,-0.0551843,0.135146,-0.0108959,121554,2896,4803,217,-0.0551954,-0.149132,-0.0112154,0
91,conv_1e-5,2000,2935.99,2937.01,1e-05,3.8044e-06,1,4.50694,885,138,128220,2896,4800,220,-0.06974,-0.000116759,-0.164144,69034,2896,4797,217,-0.055058,0.135137,-0.0108809,121554,2896,4803,217,-0.0550589,-0.149138,-0.0112048,0
92,conv_1e-5,2000,2936.99,2938.01,1e-05,3.80392e-06,1,4.50694,882,138,128220,2896,4800,220,-0.0696158,-0.000124036,-0.164133,69034,2896,4797,217,-0.054932,0.13513,-0.0108664,121554,2896,4803,217,-0.054924,-0.149145,-0.0111953,0
93,conv_1e-5,2000,2937.99,2939.01,1e-05,3.85596e-06,1,4.25735,873,138,128220,2896,4800,220,-0.0694928,-0.000131062,-0.164124,69034,2896,4797,217,-0.0548074,0.135124,-0.0108526,121554,2896,4803,217,-0.0547904,-0.149152,-0.0111863,0
94,conv_1e-5,2000,2938.99,2940.01,1e-05,3.96533e-06,1,4.25735,869,138,128220,2896,4800,220,-0.0693701,-0.000137951,-0.164115,69034,2896,4797,217,-0.0546831,0.135118,-0.0108393,121554,2896,4803,217,-0.0546578,-0.149161,-0.0111777,0
95,conv_1e-5,2000,2939.99,2941.01,1e-05,3.93831e-06,1,4.25735,857,138,128220,2896,4800,220,-0.0692522,-0.000144238,-0.164108,69034,2896,4797,217,-0.0545636,0.135114,-0.010827,121554,2896,4803,217,-0.054531,-0.149168,-0.0111695,0
96,conv_1e-5,2000,2940.99,2942.01,1e-05,3.81156e-06,1,4.25735,850,138,128220,2896,4800,220,-0.0691411,-0.00015022,-0.164101,69034,2896,4797,217,-0.0544513,0.13511,-0.010815,121554,2896,4803,217,-0.054412,-0.149175,-0.011162,0
97,conv_1e-5,2000,2941.99,2943.01,1e-05,3.61827e-06,1,4.25735,833,138,128220,2896,4800,220,-0.0690416,-0.000155624,-0.164094,69034,2896,4797,217,-0.0543504,0.135106,-0.0108044,121554,2896,4803,217,-0.0543047,-0.149182,-0.0111555,0
98,conv_1e-5,2000,2942.99,2944.01,1e-05,3.38555e-06,1,4.25735,815,138,128220,2896,4800,220,-0.0689502,-0.000160734,-0.164089,69034,2896,4797,217,-0.0542579,0.135103,-0.0107942,121554,2896,4803,217,-0.0542067,-0.149188,-0.0111496,0
99,conv_1e-5,2000,2943.99,2945.01,1e-05,3.04513e-06,1,4.25735,821,138,128220,2896,4800,220,-0.0688668,-0.000165461,-0.164084,69034,2896,4797,217,-0.0541737,0.1351,-0.0107849,121554,2896,4803,217,-0.0541165,-0.149194,-0.011144,0
100,conv_1e-5,2000,2944.99,2946.01,1e-05,2.80353e-06,1,3.82426,599,138,128220,2896,4800,220,-0.0687926,-0.000169157,-0.16408,69034,2896,4797,217,-0.0540991,0.135099,-0.0107771,121554,2896,4803,217,-0.0540377,-0.149199,-0.0111388,0
